web-scraper-order,web-scraper-start-url,Product Name,Units sold,Price
1759477013-182,https://shopee.ph/kbeautycafe#product_list,Skin1004 Madagascar Centella Hyalu-Cica Brightening Toner 210ml,3.424 sold,699
1759477013-183,https://shopee.ph/kbeautycafe#product_list,Anua Peach 70 Niacin Brightening Collagen Mask,5.048 sold,250
1759477013-184,https://shopee.ph/kbeautycafe#product_list,Benton Aloe BHA Skin Toner,4.9980 sold,560
1759477013-185,https://shopee.ph/kbeautycafe#product_list,Laneige Cream Skin Cerapeptide Refiner,5.01K+ sold,450
1759477013-186,https://shopee.ph/kbeautycafe#product_list,Romand Better Than Cheek,4.9488 sold,335
1759477013-187,https://shopee.ph/kbeautycafe#product_list,Anua Azelaic Acid 10 Hyaluron Redness Soothing Pad (90 Pads),5.035 sold,"1,200"
1759477013-188,https://shopee.ph/kbeautycafe#product_list,VT Cosmetics Reedle Shot 100 | 300 (Sachet),4.9502 sold,135
1759477013-189,https://shopee.ph/kbeautycafe#product_list,By Wishtrend Pore Smoothing Bakuchiol Serum,4.8599 sold,410
1759477013-190,https://shopee.ph/kbeautycafe#product_list,Fully Green Tomato Clay Mask Cleanser 30ml or 120ml,5.071 sold,745
1759477013-191,https://shopee.ph/kbeautycafe#product_list,Axis-Y Spot The Difference Blemish Treatment,4.9360 sold,570
1759477013-192,https://shopee.ph/kbeautycafe#product_list,Round Lab Birch Juice Moisturizing Cream,4.9400 sold,"1,250"
1759477013-193,https://shopee.ph/kbeautycafe#product_list,Anua Heartleaf 70 Daily Lotion,5.0714 sold,"1,150"
1759477013-194,https://shopee.ph/kbeautycafe#product_list,Benton Honest Lip Balm,4.813 sold,230
1759477013-195,https://shopee.ph/kbeautycafe#product_list,Iunik Centella Calming Gel Cream 60ml,4.978 sold,699
1759477013-196,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.3 Porcelain Base-skip Tone Up Beige,4.910K+ sold,899
1759477013-197,https://shopee.ph/kbeautycafe#product_list,Iunik Beta Glucan 3X Barrier Cream 50ml,4.9 Shop Rating2 sold,930
1759477013-198,https://shopee.ph/kbeautycafe#product_list,Numbuzin No. 5 Vitamin Boosting Essential Toner 200mL,5.0339 sold,890
1759477013-199,https://shopee.ph/kbeautycafe#product_list,By Wishtrend Vitamin A-mazing Bakuchiol Night Cream 10g / 30g / Body Lotion,4.92K+ sold,550
1759477013-200,https://shopee.ph/kbeautycafe#product_list,Eqqualberry Purple Rice Pore Purifying Pack Cleanser,5.015 sold,"1,064"
1759477013-201,https://shopee.ph/kbeautycafe#product_list,Eqqualberry Aloe PDRN Calming Serum 30ml,4.9 Shop Rating,"1,119"
1759477013-202,https://shopee.ph/kbeautycafe#product_list,Medicube Zero Pore Pad 2.0 | Pore Pad Mild,4.8252 sold,"1,050"
1759477013-203,https://shopee.ph/kbeautycafe#product_list,Arencia Green Tea + LHA Deep Pore Rice Cake Cleanser,5.040 sold,880
1759477013-204,https://shopee.ph/kbeautycafe#product_list,I'm from Silicon Brush,5.0267 sold,195
1759477013-205,https://shopee.ph/kbeautycafe#product_list,KAINE Vita Drop Serum 30ml,5.03K+ sold,590
1759477013-206,https://shopee.ph/kbeautycafe#product_list,Pyunkang Yul Calming Moisture Barrier Cream,4.9659 sold,550
1759477013-207,https://shopee.ph/kbeautycafe#product_list,Medicube PDRN Pink Peptide Eye Serum 30ml,5.029 sold,900
1759477013-208,https://shopee.ph/kbeautycafe#product_list,Anua Nano Retinol 0.3% + Niacin Renewing Serum,4.9205 sold,"1,480"
1759477013-209,https://shopee.ph/kbeautycafe#product_list,Dr. Althea Skin Relief Essence,5.026 sold,590
1759477013-210,https://shopee.ph/kbeautycafe#product_list,By Wishtrend Mandelic Acid Dark Spot Correcting Serum 30 ml,4.9 Shop Rating1 sold,950
1759477013-211,https://shopee.ph/kbeautycafe#product_list,Eqqualberry Bakuchiol Plumping Capsule Cream 50ml,5.07 sold,"1,192"
1759477013-212,https://shopee.ph/kbeautycafe#product_list,Anua Heartleaf 70% Intense Calming Cream 50ml,5.0486 sold,"1,145"
1759477013-213,https://shopee.ph/kbeautycafe#product_list,Fwee Lip & Cheek Blurry Pudding Pot,4.91K+ sold,899
1759477013-214,https://shopee.ph/kbeautycafe#product_list,House of Hur Every Cheek Blush,5.02 sold,790
1759477013-215,https://shopee.ph/kbeautycafe#product_list,Beauty of Joseon Radiance Cleansing Balm (Renewed Version),5.01K+ sold,850
1759477013-216,https://shopee.ph/kbeautycafe#product_list,"Dear, Klairs Gentle Black Facial Cleanser 20 mL Mini",5.040 sold,285
1759477013-217,https://shopee.ph/kbeautycafe#product_list,Round Lab Dokdo Toner 100ml,5.03 sold,"1,000"
1759477013-218,https://shopee.ph/kbeautycafe#product_list,Purito Wonder Releaf Centella Cream Unscented 50ml,4.847 sold,820
1759477013-219,https://shopee.ph/kbeautycafe#product_list,Haruharu Wonder Centella 4% TXA Gel Serum (previously Centella 4% TXA Dark Spot Go Away Serum),4.92K+ sold,750
1759477013-220,https://shopee.ph/kbeautycafe#product_list,Dr. Althea Green Tea Fresh Sunscreen 45ml,4.954 sold,"1,050"
1759477013-221,https://shopee.ph/kbeautycafe#product_list,The SAEM Cover Perfection Concealer Palette,4.931 sold,789
1759477013-222,https://shopee.ph/kbeautycafe#product_list,Biodance Refreshing Sea Kelp Real Deep Mask (1pc or 4pcs),5.027 sold,280
1759477013-223,https://shopee.ph/kbeautycafe#product_list,Dr. Althea To Be Youthful Eye Serum 25ml,5.027 sold,799
1759477013-224,https://shopee.ph/kbeautycafe#product_list,Frankly Healthy Pores Set [Peptides + Niacinamide],4.892 sold,"1,449"
1759477013-225,https://shopee.ph/kbeautycafe#product_list,Medicube Collagen Firming Sunscreen 50ml,5.010 sold,990
1759477013-226,https://shopee.ph/kbeautycafe#product_list,Tocobo Vita Glazed Lip Mask 20ml | Collagen Boosting Lip Mask,5.073 sold,599
1759477013-227,https://shopee.ph/kbeautycafe#product_list,Haruharu Wonder Black Rice Night Knight Retinol Serum 20ml,5.035 sold,750
1759477013-228,https://shopee.ph/kbeautycafe#product_list,Heveblue Black Yuja Bean Lifting Auto Eye Cream 15ml,5.094 sold,699
1759477013-229,https://shopee.ph/kbeautycafe#product_list,Purito Wonder Releaf Centella Eye Cream Unscented 30ml,5.017 sold,690
1759477013-230,https://shopee.ph/kbeautycafe#product_list,Purito Wonder Releaf Centella TONER Unscented 200ml,5.065 sold,930
1759477013-231,https://shopee.ph/kbeautycafe#product_list,Arencia Holy Hyssop Serum 30 50ml,4.9149 sold,995
1759477013-232,https://shopee.ph/kbeautycafe#product_list,Anua Heartleaf Pore Clay Pack,5.052 sold,735
1759477013-233,https://shopee.ph/kbeautycafe#product_list,Cosrx Two in One Poreless Power Liquid,5.01K+ sold,799
1759477013-234,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.3 Super Glowing Essence Toner,5.0241 sold,"1,100"
1759477013-235,https://shopee.ph/kbeautycafe#product_list,Iunik Beta Glucan Daily Moisture Cream 60ml,5.018 sold,799
1759477013-236,https://shopee.ph/kbeautycafe#product_list,Fwee Lip & Cheek Glowy Jelly Pot,5.045 sold,995
1759477013-237,https://shopee.ph/kbeautycafe#product_list,Kaine Kombu Hydrating Daily Cleanser,5.0125 sold,620
1759477013-238,https://shopee.ph/kbeautycafe#product_list,CosRX Clear Fit Master Patch,5.01K+ sold,130
1759477013-239,https://shopee.ph/kbeautycafe#product_list,Haruharu Wonder Black Rice 5 Ceramide Barrier Moisturizing Cream 50ml,5.023 sold,860
1759477013-240,https://shopee.ph/kbeautycafe#product_list,Heveblue Salmon Caring Centella Ampoule 30ml,5.050 sold,845
1759477013-241,https://shopee.ph/kbeautycafe#product_list,House of Hur Purifying Cleansing Balm 50ml,4.9130 sold,780
1759477013-242,https://shopee.ph/kbeautycafe#product_list,Beauty of Joseon Apricot Blossom Peeling Gel,4.9155 sold,700
1759477013-243,https://shopee.ph/kbeautycafe#product_list,Nineless B-Boost 1% Kojic Acid Serum 30ml,5.0325 sold,650
1759477013-244,https://shopee.ph/kbeautycafe#product_list,Nine Less A-Control Azelaic Acid Toner 150ml,5.037 sold,650
1759477013-245,https://shopee.ph/kbeautycafe#product_list,Pyunkang Yul Calming Low pH Foaming Cleanser 150ml,5.079 sold,415
1759477013-246,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.1 Pantothenic B5 Active Soothing Serum,5.0761 sold,"1,050"
1759477013-247,https://shopee.ph/kbeautycafe#product_list,"MEDHL Daily Sheet Mask Healing Essential Line (Collagen, Tea Tree, Madecassoside, Vita) [10 ea]",4.9481 sold,550
1759477013-248,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.3 Rice Enzyme Skin Softening Cleansing Foam,5.010 sold,710
1759477013-249,https://shopee.ph/kbeautycafe#product_list,Iunik Tea Tree Relief Serum 50ml,5.034 sold,899
1759477013-250,https://shopee.ph/kbeautycafe#product_list,By Wishtrend Mandelic Acid Gentle Exfoliating Toner (Old Name: Mandelic Acid 5% Skin Prep Water),4.910K+ sold,948
1759477013-251,https://shopee.ph/kbeautycafe#product_list,Amuse Jel-Fit Tint 3.8 g,5.0159 sold,650
1759477013-252,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.1 Clear Filter Sun Essence SPF 50+ PA++++,4.9417 sold,950
1759477013-253,https://shopee.ph/kbeautycafe#product_list,Dr. Althea Pore Refresh Grinding Cleansing Balm 50ml,4.9 Shop Rating9 sold,899
1759477013-254,https://shopee.ph/kbeautycafe#product_list,Medicube Turmeric Night Wrapping Mask,5.063 sold,"1,125"
1759477013-255,https://shopee.ph/kbeautycafe#product_list,"Numbuzin Cream (No.3 Velvet Beauty Cream, 4 Daily Multi-Vitamin Cream)",4.9662 sold,"1,050"
1759477013-256,https://shopee.ph/kbeautycafe#product_list,House of HUR Glowy Ampoule Tint,4.9107 sold,495
1759477013-257,https://shopee.ph/kbeautycafe#product_list,Medicube Zero Pore Serum 2.0,5.08 sold,829
1759477013-258,https://shopee.ph/kbeautycafe#product_list,KAINE Chaga Collagen Charging Serum 30ml,5.076 sold,590
1759477013-259,https://shopee.ph/kbeautycafe#product_list,Benton Aloe Propolis Soothing Gel,4.91K+ sold,550
1759477013-260,https://shopee.ph/kbeautycafe#product_list,Tocobo Vita Waterproof Sun Stick,5.026 sold,620
1759477013-261,https://shopee.ph/kbeautycafe#product_list,Purito Hydro Wave Deep Sea Cream 50ml,5.031 sold,850
1759477013-262,https://shopee.ph/kbeautycafe#product_list,Medicube PDRN Booster Gel 300ml,5.040 sold,840
1759477013-263,https://shopee.ph/kbeautycafe#product_list,Isntree Onion Fresh Fluid Sun Cream,5.026 sold,749
1759477013-264,https://shopee.ph/kbeautycafe#product_list,Parnell Cicamanu Serum Cushion 15g,4.710 sold,"1,090"
1759477013-265,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.3 Radiance Glowing Jumbo Essence Pad | No.5 Vitamin-Niacinamide Concentrated Pad,4.9604 sold,995
1759477013-266,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.5+ Glutathione Vitamin Facial Spa Cleanser 200ml,4.721 sold,980
1759477013-267,https://shopee.ph/kbeautycafe#product_list,Jumiso Snail Mucin 95 + Peptide Facial Essence 140ml,5.05K+ sold,950
1759477013-268,https://shopee.ph/kbeautycafe#product_list,Medicube Age-R Mini Booster Pro (White or Pink),5.013 sold,"5,500"
1759477013-269,https://shopee.ph/kbeautycafe#product_list,Arencia Blue Hyssop Rice Mochi Cleanser 120g,4.824 sold,900
1759477013-270,https://shopee.ph/kbeautycafe#product_list,Tocobo Cica Cooling Sun Stick,4.691 sold,650
1759477013-271,https://shopee.ph/kbeautycafe#product_list,Nine Less Mela-Pro Tranexamic Acid Serum 30ml,5.035 sold,699
1759477013-272,https://shopee.ph/kbeautycafe#product_list,Tirtir Milk Skin Toner Light,4.876 sold,"1,199"
1759477013-273,https://shopee.ph/kbeautycafe#product_list,Frankly Betaine 10 Enriched Calming & Softening Serum,5.0159 sold,399
1759477013-274,https://shopee.ph/kbeautycafe#product_list,Tocobo Apple Dewy Fit Cushion,5.012 sold,850
1759477013-275,https://shopee.ph/kbeautycafe#product_list,Medicube PDRN Pink Collagen Toning Gel Toner Pad,5.015 sold,"1,400"
1759477013-276,https://shopee.ph/kbeautycafe#product_list,Cosrx AC Collection Acne Patch,5.02K+ sold,195
1759477013-277,https://shopee.ph/kbeautycafe#product_list,Anua Triple Acid Spot Care Microdart Patch,4.9 Shop Rating1 sold,650
1759477013-278,https://shopee.ph/kbeautycafe#product_list,Heveblue Salmon Fruity Centella Body Cream 300g,5.025 sold,999
1759477013-279,https://shopee.ph/kbeautycafe#product_list,Isntree Chestnut BHA 0.9% Clear Toner,5.084 sold,499
1759477013-280,https://shopee.ph/kbeautycafe#product_list,Klairs Rich Moist Soothing Cream,4.9316 sold,380
1759477013-281,https://shopee.ph/kbeautycafe#product_list,Isntree Hyaluronic Acid Watery Sun Gel (2 Pack),5.05K+ sold,"1,190"
1759477013-282,https://shopee.ph/kbeautycafe#product_list,Frankly Closer Pore Minimizing Mask Pack,5.018 sold,150
1759477013-283,https://shopee.ph/kbeautycafe#product_list,Isntree Hyaluronic Acid Moist Cream,4.9319 sold,699
1759477013-284,https://shopee.ph/kbeautycafe#product_list,House of Hur Brightening / Clearing Skin Prep Essence Pad,5.0167 sold,"1,100"
1759477013-285,https://shopee.ph/kbeautycafe#product_list,KAINE Vegan Collagen Youth Cream 50ml,5.0121 sold,720
1759477013-286,https://shopee.ph/kbeautycafe#product_list,Kaine Caffetinal Cream 50ml,5.015 sold,750
1759477013-287,https://shopee.ph/kbeautycafe#product_list,I'm From Black Rice Toner,5.013 sold,420
1759477013-288,https://shopee.ph/kbeautycafe#product_list,Mixsoon Bean / Bifida / Centella / Galactomyces Toner Pad,5.0103 sold,990
1759477013-289,https://shopee.ph/kbeautycafe#product_list,Frankly Retinol Repair Set [Retinol + Betaine],5.088 sold,"1,297"
1759477013-290,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.2 Rose PDRN Collagen Plumping Serum 30ml,4.9 Shop Rating2 sold,"1,150"
1759477013-291,https://shopee.ph/kbeautycafe#product_list,Medicube PDRN Lip Sleeping Mask,5.015 sold,650
1759477013-292,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.1 Pantothenic B5 Active Drying Powder,5.01K+ sold,480
1759477013-293,https://shopee.ph/kbeautycafe#product_list,Dr. Althea Aqua Glowing Sunscreen 45ml,5.02 sold,"1,050"
1759477013-294,https://shopee.ph/kbeautycafe#product_list,Numbuzin No. 3 Skin Softening Serum 50ml,5.0243 sold,995
1759477013-295,https://shopee.ph/kbeautycafe#product_list,Haruharu Wonder Centella 5% Niacinamide Radiance Gel Cream,4.923 sold,810
1759477013-296,https://shopee.ph/kbeautycafe#product_list,Isntree Hyaluronic Acid Low-pH Cleansing Foam 150 ml,4.868 sold,650
1759477013-297,https://shopee.ph/kbeautycafe#product_list,Numbuzin No. 2 Goodbye Redness Derma Tone Up,5.02K+ sold,950
1759477013-298,https://shopee.ph/kbeautycafe#product_list,Mixsoon Bean Cream 50ml,5.020 sold,"1,199"
1759477013-299,https://shopee.ph/kbeautycafe#product_list,Tocobo Vita Airy Sun Primer,5.010 sold,690
1759477013-300,https://shopee.ph/kbeautycafe#product_list,Isntree Mugwort Calming Ampoule,5.05K+ sold,"1,100"
1759477013-301,https://shopee.ph/kbeautycafe#product_list,Isntree Onion Newpair Sunscreen / Isntree Onion Fresh Light Sun Stick,5.03K+ sold,749
1759477013-302,https://shopee.ph/kbeautycafe#product_list,Arencia Royal Rosehip Cleanser 120g,4.938 sold,900
1759477013-303,https://shopee.ph/kbeautycafe#product_list,Laka Popping Balloon Tint,5.010 sold,720
1759477013-304,https://shopee.ph/kbeautycafe#product_list,Arencia Rice Mucin Glow Serum 30ml,5.09 sold,995
1759477013-305,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.9 NAD Bio Lifting Full Cover Facial Mask (4 pcs.),5.011 sold,995
1759477013-306,https://shopee.ph/kbeautycafe#product_list,House of Hur 3x Capsule Hydro Booster Cream,4.9 Shop Rating,"1,250"
1759477013-307,https://shopee.ph/kbeautycafe#product_list,Heveblue Salmon Caring Centella Light Cleansing Oil 250ml,5.020 sold,899
1759477013-308,https://shopee.ph/kbeautycafe#product_list,Cosrx AC Collection Blemish Spot Clearing Serum,5.0255 sold,980
1759477013-309,https://shopee.ph/kbeautycafe#product_list,Numbuzin No. 1 Easy Peasy Cleansing Oil,5.0407 sold,920
1759477013-310,https://shopee.ph/kbeautycafe#product_list,Anua Airy Sun Cream 50ml,5.011 sold,"1,050"
1759477013-311,https://shopee.ph/kbeautycafe#product_list,Jumiso Snail Mucin 95 + Peptide Facial Essence 50ml,5.07 sold,750
1759477013-312,https://shopee.ph/kbeautycafe#product_list,Haruharu Wonder Centella Sunflower Makeup-Melting Cleansing Balm,5.028 sold,685
1759477013-313,https://shopee.ph/kbeautycafe#product_list,Eqqualberry Collagen Pore-Tight Up Gel Toner Pads (60 Pads),4.9 Shop Rating1 sold,965
1759477013-314,https://shopee.ph/kbeautycafe#product_list,Tocobo Cica Calming Aqua Pad,4.56 sold,650
1759477013-315,https://shopee.ph/kbeautycafe#product_list,Arencia Red Smoothie Serum 8 (30ml),4.842 sold,995
1759477013-316,https://shopee.ph/kbeautycafe#product_list,Purito Mighty Bamboo Panthenol Serum,4.9 Shop Rating4 sold,995
1759477013-317,https://shopee.ph/kbeautycafe#product_list,Haruharu Wonder Centella Phyto & 5 Peptide Concentrate Cream 30ml,4.939 sold,799
1759477013-318,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.5+ Vitamin Glutathione Dark Spot Laser Cream 50ml,5.01K+ sold,980
1759477013-319,https://shopee.ph/kbeautycafe#product_list,Arencia Fresh Calendula Rice Mochi Cleanser 120g,4.018 sold,900
1759477013-320,https://shopee.ph/kbeautycafe#product_list,Isntree Hyaluronic Acid Airy Sun Stick,4.9687 sold,790
1759477013-321,https://shopee.ph/kbeautycafe#product_list,Kaine Green Calm Aqua Cream,5.063 sold,599
1759477013-322,https://shopee.ph/kbeautycafe#product_list,CosRX Centella Blemish Cream,5.0999 sold,799
1759477013-323,https://shopee.ph/kbeautycafe#product_list,Benton Honest Black Eyelash Serum 8ml,5.014 sold,950
1759477013-324,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.1 Centella Re-Leaf Green Toner Pad,5.09 sold,"1,200"
1759477013-325,https://shopee.ph/kbeautycafe#product_list,Eqqualberry Purple Rice Pore Smoothing Cleansing Oil,5.02 sold,"1,112"
1759477013-326,https://shopee.ph/kbeautycafe#product_list,Fully Green Tomato Serum 30ml,4.9 Shop Rating1 sold,809
1759477013-327,https://shopee.ph/kbeautycafe#product_list,AOU Floofy Matte Balm,4.9 Shop Rating4 sold,995
1759477013-328,https://shopee.ph/kbeautycafe#product_list,Anua 3 Ceramide Panthenol Moisture Barrier Cream,5.025 sold,"1,350"
1759477013-329,https://shopee.ph/kbeautycafe#product_list,Arencia Rice Mucin Cleanser 120g,5.09 sold,900
1759477013-330,https://shopee.ph/kbeautycafe#product_list,Kaine Kombu Jelly Oil Cleanser 145ml,4.520 sold,750
1759477013-331,https://shopee.ph/kbeautycafe#product_list,Anua Ultra Thin Spot Cover Patch (75ea),4.9 Shop Rating16 sold,650
1759477013-332,https://shopee.ph/kbeautycafe#product_list,Tocobo Collagen Boosting Lip Mask 20ml,5.05 sold,650
1759477013-333,https://shopee.ph/kbeautycafe#product_list,Eqqualberry Collagen Glow Up Gel Toner Pads (60 Pads),4.9 Shop Rating4 sold,965
1759477013-334,https://shopee.ph/kbeautycafe#product_list,Tocobo Cica Calming Sun Serum,4.748 sold,650
1759477013-335,https://shopee.ph/kbeautycafe#product_list,Medicube Age-R Booster Pro Ex (Pink),4.548 sold,"13,500"
1759477013-336,https://shopee.ph/kbeautycafe#product_list,Anua Birch Moisture Boosting Cream 50ml,5.01K+ sold,950
1759477013-337,https://shopee.ph/kbeautycafe#product_list,Hyaah Licorice First Essence 200ml,5.04 sold,"1,200"
1759477013-338,https://shopee.ph/kbeautycafe#product_list,By Wishtrend Pore Smoothing Bakuchiol Sun Stick,4.733 sold,990
1759477013-339,https://shopee.ph/kbeautycafe#product_list,Cosrx The Hyaluronic Acid 3 Serum,5.0103 sold,899
1759477013-340,https://shopee.ph/kbeautycafe#product_list,Tocobo Cica Calming Gel Cream,5.012 sold,650
1759477013-341,https://shopee.ph/kbeautycafe#product_list,Purito From Green Cleansing Oil,5.045 sold,899
1759477013-342,https://shopee.ph/kbeautycafe#product_list,Anua Rice Enzyme Brightening Cleansing Powder 40g,5.050 sold,950
1759477013-343,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.5 Goodbye Blemish Serum,4.942 sold,995
1759477013-344,https://shopee.ph/kbeautycafe#product_list,Klairs Midnight Blue Calming Cream,5.0223 sold,"1,095"
1759477013-345,https://shopee.ph/kbeautycafe#product_list,I'm from Rice Toner Pad,5.015 sold,880
1759477013-346,https://shopee.ph/kbeautycafe#product_list,Needly Cicahid Chilling Pad,5.03 sold,899
1759477013-347,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.2 Rose PDRN Collagen 2X Plumping Serum 30ml (Jar),4.9 Shop Rating3 sold,"1,200"
1759477013-348,https://shopee.ph/kbeautycafe#product_list,Klairs Rich Moist Soothing Serum,4.9144 sold,899
1759477013-349,https://shopee.ph/kbeautycafe#product_list,Medicube Zero Pore Moisture Sun Serum 50ml,4.9 Shop Rating1 sold,750
1759477013-350,https://shopee.ph/kbeautycafe#product_list,Dr. Ceuracle Vegan Kombucha Tea Essence / Gel Cream,4.9246 sold,"1,100"
1759477013-351,https://shopee.ph/kbeautycafe#product_list,Purito Wonder Releaf Centella BB Cushion,4.9 Shop Rating,"1,300"
1759477013-352,https://shopee.ph/kbeautycafe#product_list,Klairs Gentle Black Deep or Fresh Cleansing Oil,4.9214 sold,895
1759477013-353,https://shopee.ph/kbeautycafe#product_list,I'm from Vitamin Tree Water-Gel,4.969 sold,899
1759477013-354,https://shopee.ph/kbeautycafe#product_list,Isntree Onion Newpair Booster Shot 2000,4.940 sold,989
1759477013-355,https://shopee.ph/kbeautycafe#product_list,Mixsoon Galactomyces Ferment Essence 100ml,5.08 sold,"1,099"
1759477013-356,https://shopee.ph/kbeautycafe#product_list,Beauty of Joseon Jelloskin Massage Cream For Face and Body,5.011 sold,"1,230"
1759477013-357,https://shopee.ph/kbeautycafe#product_list,By Wishtrend Propolis Energy Boosting Essence,5.05 sold,999
1759477013-358,https://shopee.ph/kbeautycafe#product_list,Needly Vita C Glow Jelly Pad,4.9 Shop Rating3 sold,939
1759477013-359,https://shopee.ph/kbeautycafe#product_list,Numbuzin No.3 Pore & Makeup Cleansing Balm with Green Tea and Charcoal,5.068 sold,880
1759477013-360,https://shopee.ph/kbeautycafe#product_list,Iunik Centella Green Fresh Cleansing Oil 200ml,4.9 Shop Rating4 sold,950
1759477013-361,https://shopee.ph/kbeautycafe#product_list,Arencia Holy Hyssop Serum 12 30ml,5.017 sold,995
1759477013-362,https://shopee.ph/kbeautycafe#product_list,Dr. Althea Gentle Pore Cleansing Oil 150ml,5.04 sold,899
1759477013-363,https://shopee.ph/kbeautycafe#product_list,Anua Birch Moisture Boosting Serum 30ml,5.014 sold,950
1759477013-364,https://shopee.ph/kbeautycafe#product_list,ACWELL Licorice pH Balancing Cleansing Toner,5.012 sold,990
1759477013-365,https://shopee.ph/kbeautycafe#product_list,Isntree Onion Newpair GEL Cream 50 ml,4.819 sold,"1,100"
1759477013-366,https://shopee.ph/kbeautycafe#product_list,Tocobo Calamine Pore Control Cleansing Oil 200ml,5.020 sold,750
1759477013-367,https://shopee.ph/kbeautycafe#product_list,I'm from Vitamin Tree Water Gel Advanced 75g,5.05 sold,899
1759477013-368,https://shopee.ph/kbeautycafe#product_list,Klairs Rich Moist Foaming Cleanser,4.942 sold,940
1759477013-369,https://shopee.ph/kbeautycafe#product_list,Anua Birch Moisture Boosting Toner 250ml,4.9 Shop Rating4 sold,950
1759477013-370,https://shopee.ph/kbeautycafe#product_list,[GIFT] Frankly Sunday Glow Serum Samples (5 pcs.),4.9254 sold,"10,000"